,Unnamed: 0,Name,Price,img_url,prod_url,Star,Rating,Amoled,Display Resolution,Water Resistance,Battery Life,Charge Time,Alarm Clock,Calendar,Step Count,Calorie Count,Heart Rate Monitor,Voice Control,Call Features,Operating Range,Gesture Control,5☆_Rating,4☆_Rating,3☆_Rating,2☆_Rating,1☆_Rating,Battery & Charger,Display,Design,Activity Tracking,Dial Color,Dial Shape,Strap Color,Strap Material,Dial Color,Dial Shape,Strap Color,Strap Material,Water Resistant,Display_Size,Manufacturer,manf_url
70,70,"Noise Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/r/6/-original-imagz67w8uz9ybmk.jpeg?q=70,/noise-icon-3-1-91-display-bluetooth-calling-metallic-finish-voice-assistant-smartwatch/p/itm35068093b79ae?pid=SMWGKJTS3VZPMEJG&lid=LSTSMWGKJTS3VZPMEJGAZ8578&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_71&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGKJTS3VZPMEJG.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4,8161,No,240 x 296 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"4,526","1,543",583,327,"1,182",3.7,3.9,4,3.6,Black,Square,Black,Silicone,Black,Square,Black,Silicone,Yes,48.514,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
71,71,Noise Caliber Buzz 1.69'' Display with Advanced Bluetooth Calling & Powerful Battery Smartwatch,"₹1,599",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/p/z/-original-imaghhwyh32askjq.jpeg?q=70,/noise-caliber-buzz-1-69-display-advanced-bluetooth-calling-powerful-battery-smartwatch/p/itm55891e7f55fa9?pid=SMWGFB4JKCSFASCS&lid=LSTSMWGFB4JKCSFASCSCM4O10&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_72&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGFB4JKCSFASCS.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.2,16323,No,240 x 280 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"9,871","3,571","1,180",472,"1,229",4,4.1,4.1,4,None,Rectangle,Green,Silicone,None,Rectangle,Green,Silicone,Yes,42.926,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
72,72,Noise Caliber Buzz 1.69'' Display with Advanced Bluetooth Calling & Powerful Battery Smartwatch,"₹1,599",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/e/9/-original-imaghhwypmmjc2ms.jpeg?q=70,/noise-caliber-buzz-1-69-display-advanced-bluetooth-calling-powerful-battery-smartwatch/p/itma93de8358a011?pid=SMWGFB4JWDW6RKZC&lid=LSTSMWGFB4JWDW6RKZCRKQOLG&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_73&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGFB4JWDW6RKZC.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.2,16323,No,240 x 280 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"9,871","3,571","1,180",472,"1,229",4,4.1,4.1,4,Black,Rectangle,Black,Silicone,Black,Rectangle,Black,Silicone,Yes,42.926,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
73,73,"Noise Force Plus 1.46'' AMOLED Always-On Display with Bluetooth Calling, Rugged Build Smartwatch","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/q/x/-original-imagp5pyzckh22yy.jpeg?q=70,/noise-force-plus-1-46-amoled-always-on-display-bluetooth-calling-rugged-build-smartwatch/p/itm78c4564f6cf22?pid=SMWGNHJ8QJN9N9GZ&lid=LSTSMWGNHJ8QJN9N9GZDAPIUO&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_74&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGNHJ8QJN9N9GZ.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.2,3585,Yes,466 x 466 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,"2,119",788,224,106,348,4.1,4.4,4.3,4,Black,Circle,Black,Silicone,Black,Circle,Black,Silicone,Yes,37.084,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
74,74,"boAt Wave Beat Call with BT Calling, 1.69 HD Display & 600+ Watch Face Smartwatch","₹1,699",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/p/l/-original-imagmfxsmqsdwpqg.jpeg?q=70,/boat-wave-beat-call-bt-calling-1-69-hd-display-600-watch-face-smartwatch/p/itm2395b4bfedf77?pid=SMWGHGKKTYYHE6RX&lid=LSTSMWGHGKKTYYHE6RXUJSNEW&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_75&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGHGKKTYYHE6RX.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.1,13781,No,240 x 240 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"7,690","2,875","1,158",524,"1,534",3.8,4,4,3.7,None,Rectangle,Blue,Silicone,None,Rectangle,Blue,Silicone,Yes,42.926,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
75,75,"Noise Caliber 2 Buzz 1.85'' Display with Bluetooth Calling, Long Battery & IP68 Rating Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/n/c/-original-imagk7wrb5ghbmne.jpeg?q=70,/noise-caliber-2-buzz-1-85-display-bluetooth-calling-long-battery-ip68-rating-smartwatch/p/itmdfb283cd34a1f?pid=SMWGGJGFR5EZFQUM&lid=LSTSMWGGJGFR5EZFQUMVIOLUV&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_76&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGGJGFR5EZFQUM.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.1,19746,No,240 x 284 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"11,294","3,785","1,599",783,"2,285",3.7,3.9,4,3.8,Green,Square,Green,Silicone,Green,Square,Green,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
76,76,Noise Caliber Buzz 1.69'' Display with Advanced Bluetooth Calling & Powerful Battery Smartwatch,"₹1,599",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/a/y/-original-imaghhwy5hw2mqzf.jpeg?q=70,/noise-caliber-buzz-1-69-display-advanced-bluetooth-calling-powerful-battery-smartwatch/p/itmb968bb9b352c9?pid=SMWGFB4G9XA4W2F4&lid=LSTSMWGFB4G9XA4W2F40IEVOQ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_77&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGFB4G9XA4W2F4.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.2,16323,No,240 x 280 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"9,871","3,571","1,180",472,"1,229",4,4.1,4.1,4,None,Rectangle,Pink,Silicone,None,Rectangle,Pink,Silicone,Yes,42.926,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
77,77,"Noise ColorFit Pro4 Max 1.8"" BT Calling, Noise detection, Noise Health Suite Smartwatch","₹3,999",https://rukminim2.flixcart.com/image/612/612/l4ln8nk0/smartwatch/j/k/y/45-72-wrb-sw-colorfitpro4max-std-blk-blk-android-ios-noise-yes-original-imagfgr4ygy6bj4j.jpeg?q=70,/noise-colorfit-pro4-max-1-8-bt-calling-detection-health-suite-smartwatch/p/itm6920fcd5c7e00?pid=SMWGFGR5AVHMDECK&lid=LSTSMWGFGR5AVHMDECKSIOT1E&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_78&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGFGR5AVHMDECK.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.2,7420,No,240 x 285 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"4,568","1,523",457,217,655,3.9,4.1,4.2,3.9,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,45.72,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
78,78,Noise ColorFit Pro 3 Smartwatch,"₹1,499",https://rukminim2.flixcart.com/image/612/612/knrsjgw0/smartwatch/5/n/y/wrb-sw-colorfitpro3-std-blk-blk-android-ios-noise-original-imag2drhhygt3ggz.jpeg?q=70,/noise-colorfit-pro-3-smartwatch/p/itm2e817033f1466?pid=SMWFY8QMY3YQJT7T&lid=LSTSMWFY8QMY3YQJT7TIA5J8L&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_79&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWFY8QMY3YQJT7T.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.1,71239,No,320 x 360 Pixels,None,57,120 mins,Yes,Yes,Yes,Yes,Yes,None,"Mute Calls, Reject Calls",10 m,"Raise Wrist: Light Up Screen, Put Down: Shutdown Screen","40,546","16,162","5,638","2,274","6,619",3.8,4.1,4.1,3.8,None,Rectangle,Black,Thermo Plastic Polyurethene,None,Rectangle,Black,Thermo Plastic Polyurethene,Yes,39.37,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
79,79,"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch","₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/6/q/n/-original-imagkaf56rhcspsu.jpeg?q=70,/noise-fit-buzz-1-32inch-hd-round-screen-bluetooth-calling-spo2-smartwatch/p/itm6f90968d6da9b?pid=SMWGD32FYSARBF7Q&lid=LSTSMWGD32FYSARBF7QVFPQX4&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_80&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=3787e5b5-30f3-4737-900f-b1efd536fa58.SMWGD32FYSARBF7Q.SEARCH&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4.1,26615,No,360 x 360 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"15,428","5,498","2,050",979,"2,660",3.7,4,4.1,3.7,None,Circle,Black,Silicone,None,Circle,Black,Silicone,Yes,33.52,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
80,80,"boAt Wave Elite with 1.69"" HD Display, 700+ Active Modes and ASAP Charge Smartwatch","₹1,299",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/z/6/-original-imagn8v87hfyfrdh.jpeg?q=70,/boat-wave-elite-1-69-hd-display-700-active-modes-asap-charge-smartwatch/p/itm7382697687047?pid=SMWGNFSFTZFFTKTJ&lid=LSTSMWGNFSFTZFFTKTJNJZ2TG&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_81&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGNFSFTZFFTKTJ.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4,11992,No,240 x 280 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"6,682","2,380","1,045",509,"1,376",3.9,3.9,4,3.8,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,41.91,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
81,81,"Noise Qube with 1.4"" Full Touch display, Multi-Sports modes, 7-day Battery,Spo2 Smartwatch","₹1,199",https://rukminim2.flixcart.com/image/612/612/ku1k4280/smartwatch/t/i/a/android-ios-wrb-sw-colorfitqubeoxy-std-blk-blk-noise-no-original-imag79y4ar4hjbgb.jpeg?q=70,/noise-qube-1-4-full-touch-display-multi-sports-modes-7-day-battery-spo2-smartwatch/p/itm2d9dc41a02202?pid=SMWG6RB5FX7RXWZ8&lid=LSTSMWG6RB5FX7RXWZ8MROVKI&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_82&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWG6RB5FX7RXWZ8.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,152771,No,240 x 240 pixel,None,7,150 min,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"84,288","35,019","14,151","5,584","13,729",3.8,3.8,3.9,3.7,Charcoal Black,Square,Black,Thermo Plastic Polyurethene,Charcoal Black,Square,Black,Thermo Plastic Polyurethene,Yes,35.56,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
82,82,"Noise Crew Pro BT Calling with 1.4"" display, Metal Finish & Functional Crown Smartwatch","₹2,399",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/s/9/-original-imagqkgcmnwmst6p.jpeg?q=70,/noise-crew-pro-bt-calling-1-4-display-metal-finish-functional-crown-smartwatch/p/itmab6a600e23d51?pid=SMWGNHF9BN9PH3P4&lid=LSTSMWGNHF9BN9PH3P4YULMTI&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_83&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGNHF9BN9PH3P4.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.8,0,No,240 x 240 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,111,44,15,6,22,3.9,3.8,4.4,4,Black,Circle,Black,Leather,Black,Circle,Black,Leather,Yes,35.56,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
83,83,boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,"₹2,299",https://rukminim2.flixcart.com/image/612/612/l0sgyvk0/smartwatch/j/l/m/-original-imagcg2euzat4nhr.jpeg?q=70,/boat-wave-pro-1-69inch-hd-display-withtemperature-sensor-live-cricket-updates-smartwatch/p/itm25e57f54fe0a7?pid=SMWGBF27YSQRJ4DZ&lid=LSTSMWGBF27YSQRJ4DZDACMAT&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_84&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGBF27YSQRJ4DZ.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,3.9,28552,No,240 x 280 Pixels,None,7,30 Minutes,Yes,None,Yes,Yes,Yes,None,None,10 m,Wake Gesture,"15,212","5,580","2,501","1,288","3,971",3.8,3.8,3.8,3.6,None,Rectangle,Purple,Silicone,None,Rectangle,Purple,Silicone,Yes,42.926,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
84,84,boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,"₹1,299",https://rukminim2.flixcart.com/image/612/612/kzfvzww0/smartwatch/k/x/r/1-69-android-ios-wprocb-boat-no-original-imagbg7cvbr9wsjv.jpeg?q=70,/boat-wave-pro-1-69inch-hd-display-withtemperature-sensor-live-cricket-updates-smartwatch/p/itm25e57f54fe0a7?pid=SMWGBFYXHURVZHFY&lid=LSTSMWGBFYXHURVZHFY6UAPXQ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_85&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGBFYXHURVZHFY.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,3.9,28552,No,240 x 280 Pixels,None,7,30 Minutes,Yes,None,Yes,Yes,Yes,None,None,10 m,Wake Gesture,"15,212","5,580","2,501","1,288","3,971",3.8,3.8,3.8,3.6,None,Rectangle,Pink,Silicone,None,Rectangle,Pink,Silicone,Yes,42.926,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
85,85,"Noise Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/l2z26q80/smartwatch/t/9/9/32-512-wrb-sw-core2-std-blk-blk-android-ios-noise-no-original-image6y8huzyvb5u.jpeg?q=70,/noise-core-2-1-28-display-noisefit-sync-app-100-watch-faces-50-sports-modes-smartwatch/p/itm822b474fd6198?pid=SMWGE6Y8ZHNQYYBA&lid=LSTSMWGE6Y8ZHNQYYBAAGBETT&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_86&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGE6Y8ZHNQYYBA.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4,8724,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"4,708","1,643",806,412,"1,155",3.8,3.7,3.8,3.5,Black,Circle,Black,Silicone,Black,Circle,Black,Silicone,Yes,32.512,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
86,86,"Noise Caliber 2 Buzz 1.85'' Display with Bluetooth Calling, Long Battery & IP68 Rating Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/o/q/-original-imagk7wsp22zdefk.jpeg?q=70,/noise-caliber-2-buzz-1-85-display-bluetooth-calling-long-battery-ip68-rating-smartwatch/p/itm28f880973430c?pid=SMWGGKRTSDFMWUEV&lid=LSTSMWGGKRTSDFMWUEVCTKRZW&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_87&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGGKRTSDFMWUEV.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,19746,No,240 x 284 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"11,294","3,785","1,599",783,"2,285",3.7,3.9,4,3.8,Mauve,Square,Purple,Silicone,Mauve,Square,Purple,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
87,87,"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch","₹2,299",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/t/0/-original-imagkayfgzgrkhdd.jpeg?q=70,/noise-fit-buzz-1-32inch-hd-round-screen-bluetooth-calling-spo2-smartwatch/p/itm6f90968d6da9b?pid=SMWGGDYS23HNAQKK&lid=LSTSMWGGDYS23HNAQKKZHISJX&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_88&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGGDYS23HNAQKK.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,3825,No,360 x 360 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"2,236",776,280,134,399,3.7,4,3.9,3.7,None,Circle,Grey,Silicone,None,Circle,Grey,Silicone,Yes,33.52,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
88,88,"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, Built-In Games, Voice Assistant Smartwatch","₹1,699",https://rukminim2.flixcart.com/image/612/612/kz1lle80/smartwatch/j/r/9/-original-imagb54sctxuvuh2.jpeg?q=70,/noise-icon-buzz-1-69-display-bluetooth-calling-built-in-games-voice-assistant-smartwatch/p/itm9df84bc44db28?pid=SMWGAU62CGWPUTJY&lid=LSTSMWGAU62CGWPUTJYSU4WU1&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_89&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGAU62CGWPUTJY.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,345620,No,240 x 280 pixel,None,7,120 min,Yes,Yes,Yes,Yes,Yes,Yes,"Reject Calls, Take Calls, Speed Dial",10 m,"Change Music, Answer Calls","2,00,512","71,973","27,467","12,411","33,257",3.7,3.9,4,3.8,Gold,Rectangle,Green,Silicone,Gold,Rectangle,Green,Silicone,Yes,43,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
89,89,"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch","₹2,299",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/0/z/-original-imagkaf5em3s9hxh.jpeg?q=70,/noise-fit-buzz-1-32inch-hd-round-screen-bluetooth-calling-spo2-smartwatch/p/itm6f90968d6da9b?pid=SMWGGCRUS3T7UEAA&lid=LSTSMWGGCRUS3T7UEAABN7V0P&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_90&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGGCRUS3T7UEAA.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,3825,No,360 x 360 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"2,236",776,280,134,399,3.7,4,3.9,3.7,None,Circle,Blue,Silicone,None,Circle,Blue,Silicone,Yes,33.52,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
90,90,"Noise ColorFit Caliber 2 with 1.83'' Display, Upto 12 Day Battery, 60 Sports Mode Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/l/d/-original-imaggtzt6bnaehyb.jpeg?q=70,/noise-colorfit-caliber-2-1-83-display-upto-12-day-battery-60-sports-mode-smartwatch/p/itm65c5d028be08e?pid=SMWGGJG5GV3H2GC3&lid=LSTSMWGGJG5GV3H2GC3NLNIKR&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_91&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGGJG5GV3H2GC3.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,9732,No,240 x 284 pixel,None,12,None,Yes,Yes,Yes,Yes,Yes,No,None,10 m,Yes,"5,719","1,763",798,384,"1,068",3.9,3.9,4,3.8,Brown,Rectangle,Brown,Silicone,Brown,Rectangle,Brown,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
91,91,"Noise Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/8/g/-original-imagz67wy89jfvyt.jpeg?q=70,/noise-icon-3-1-91-display-bluetooth-calling-metallic-finish-voice-assistant-smartwatch/p/itm20abd5f1212be?pid=SMWGKGRSHS74YZPM&lid=LSTSMWGKGRSHS74YZPM42IWVH&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_92&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGKGRSHS74YZPM.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4,8161,No,240 x 296 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"4,526","1,543",583,327,"1,182",3.7,3.9,4,3.6,Gold,Square,Deep Wine,Silicone,Gold,Square,Deep Wine,Silicone,Yes,48.514,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
