,Unnamed: 0,Name,Price,img_url,prod_url,Star,Rating,Amoled,Display Resolution,Water Resistance,Battery Life,Charge Time,Alarm Clock,Calendar,Step Count,Calorie Count,Heart Rate Monitor,Voice Control,Call Features,Operating Range,Gesture Control,5☆_Rating,4☆_Rating,3☆_Rating,2☆_Rating,1☆_Rating,Battery & Charger,Display,Design,Activity Tracking,Dial Color,Dial Shape,Strap Color,Strap Material,Dial Color,Dial Shape,Strap Color,Strap Material,Water Resistant,Display_Size,Manufacturer,manf_url
163,163,"boAt Ultima Connect Max with 2.0"" HD Display, BT Calling and 100+ Sports Modes Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/x/m/w/-original-imagq4256ybb5h92.jpeg?q=70,/boat-ultima-connect-max-2-0-hd-display-bt-calling-100-sports-modes-smartwatch/p/itmbfc8275e8a31a?pid=SMWGPU85HZBC8GSV&lid=LSTSMWGPU85HZBC8GSVXX3PUL&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_164&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGPU85HZBC8GSV.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4,358,No,240 x 283 Pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,198,73,22,14,51,3.5,3.8,3.8,3.7,None,Rectangle,Metallic Black,Silicone,None,Rectangle,Metallic Black,Silicone,Yes,50.8,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
164,164,"boAt Ultima Connect Max with 2.0"" HD Display, BT Calling and 100+ Sports Modes Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/b/o/-original-imagq425qdzgyzhn.jpeg?q=70,/boat-ultima-connect-max-2-0-hd-display-bt-calling-100-sports-modes-smartwatch/p/itmbfc8275e8a31a?pid=SMWGPK34CGGKYGNC&lid=LSTSMWGPK34CGGKYGNCGLQT27&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_165&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGPK34CGGKYGNC.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4,358,No,240 x 283 Pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,None,"Accept/Rejects Calls, Take Calls",None,None,198,73,22,14,51,3.5,3.8,3.8,3.7,None,Rectangle,Pink,Silicone,None,Rectangle,Pink,Silicone,Yes,50.8,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
165,165,"boAt Lunar Connect Ace with 1.43 "" AMOLED Display, BT Calling, 100+ Sports Mode, IP68 Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/f/7/-original-imagqsj7ujjp59kf.jpeg?q=70,/boat-lunar-connect-ace-1-43-amoled-display-bt-calling-100-sports-mode-ip68-smartwatch/p/itm8989f6dedbe14?pid=SMWGQH7CHHHHHVQ5&lid=LSTSMWGQH7CHHHHHVQ5QBFPJR&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_166&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQH7CHHHHHVQ5.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4.8,0,Yes,466 x 466 Pixel,None,7,120 min,Yes,Yes,Yes,Yes,None,None,"Answer/Reject Calls, Take Calls",None,None,59,14,5,5,15,4.1,4.5,4.4,4.2,None,Round,Active Black,Stainless steel,None,Round,Active Black,Stainless steel,Yes,36.322,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
166,166,"boAt Lunar Connect Ace with 1.43 "" AMOLED Display, BT Calling, 100+ Sports Mode, IP68 Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/x/s/h/-original-imagqsj7zdezpgdh.jpeg?q=70,/boat-lunar-connect-ace-1-43-amoled-display-bt-calling-100-sports-mode-ip68-smartwatch/p/itm8989f6dedbe14?pid=SMWGQH7CXFAHXZHD&lid=LSTSMWGQH7CXFAHXZHDPYJA8F&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_167&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQH7CXFAHXZHD.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4,98,Yes,466 x 466 Pixel,None,7,120 min,Yes,Yes,Yes,Yes,None,None,"Answer/Reject Calls, Take Calls",None,None,59,14,5,5,15,4.1,4.5,4.4,4.2,None,Round,Brown,Leather,None,Round,Brown,Leather,Yes,36.322,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
167,167,"Noise Mighty BT Calling with 1.96"" display, Metal Build & Functional Crown Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/h/i/-original-imagpw85gvfkydsb.jpeg?q=70,/noise-mighty-bt-calling-1-96-display-metal-build-functional-crown-smartwatch/p/itm442f673b10868?pid=SMWGZCYYZMCZJURW&lid=LSTSMWGZCYYZMCZJURWFSXBPU&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_168&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGZCYYZMCZJURW.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4,1175,No,240 x 286 pixel,None,7,None,Yes,None,Yes,Yes,Yes,Yes,None,10 m,None,652,243,88,43,149,3.8,4.2,4.1,3.8,Silver,Rectangle,Green,Silicone,Silver,Rectangle,Green,Silicone,None,49.784,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
168,168,"boAt Ultima Connect with 1.83"" HD Display,Advanced BT Calling,700+Active Modes Smartwatch","₹7,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/q/l/-original-imagqscmrugqe3ph.jpeg?q=70,/boat-ultima-connect-1-83-hd-display-advanced-bt-calling-700-active-modes-smartwatch/p/itma1a2a7490d6d2?pid=SMWGQHNV3A3BZGZR&lid=LSTSMWGQHNV3A3BZGZRZNHIEW&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_169&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQHNV3A3BZGZR.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4.8,0,No,240 x 284 Pixel,None,7,None,Yes,Yes,Yes,None,Yes,None,None,None,None,14,8,4,1,5,0,0,0,0,None,Rectangle,Black Metal Mesh,Stainless steel,None,Rectangle,Black Metal Mesh,Stainless steel,Yes,46.228,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
169,169,"boAt Ultima Connect with 1.83"" HD Display,Advanced BT Calling,700+Active Modes Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/b/v/-original-imagqscmtjayzfjf.jpeg?q=70,/boat-ultima-connect-1-83-hd-display-advanced-bt-calling-700-active-modes-smartwatch/p/itma1a2a7490d6d2?pid=SMWGQ9J26JZ2WCT6&lid=LSTSMWGQ9J26JZ2WCT6IKYI6A&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_170&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQ9J26JZ2WCT6.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.8,32,No,240 x 284 Pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,14,8,4,1,5,0,0,0,0,None,Rectangle,Beige,Silicone,None,Rectangle,Beige,Silicone,Yes,46.228,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
170,170,"boAt Ultima Connect with 1.83"" HD Display,Advanced BT Calling,700+Active Modes Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/c/f/-original-imagqscmwsgnawdu.jpeg?q=70,/boat-ultima-connect-1-83-hd-display-advanced-bt-calling-700-active-modes-smartwatch/p/itma1a2a7490d6d2?pid=SMWGQ9J2BZH5KRD4&lid=LSTSMWGQ9J2BZH5KRD4DFV1NQ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_171&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQ9J2BZH5KRD4.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.8,32,No,240 x 284 Pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,14,8,4,1,5,0,0,0,0,None,Rectangle,Blue,Silicone,None,Rectangle,Blue,Silicone,Yes,46.228,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
171,171,"boAt Ultima Connect with 1.83"" HD Display,Advanced BT Calling,700+Active Modes Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/y/l/-original-imagqscm2vt5vjz7.jpeg?q=70,/boat-ultima-connect-1-83-hd-display-advanced-bt-calling-700-active-modes-smartwatch/p/itma1a2a7490d6d2?pid=SMWGQ9J2QCR6Q9PF&lid=LSTSMWGQ9J2QCR6Q9PFQMFWHM&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_172&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQ9J2QCR6Q9PF.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.8,32,No,240 x 284 Pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,14,8,4,1,5,0,0,0,0,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,46.228,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
172,172,"Noise Qube 2 1.96"" display with Bluetooth Calling, Built-in Games, AI Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/q/h/i/-original-imagpphcyryhef7q.jpeg?q=70,/noise-qube-2-1-96-display-bluetooth-calling-built-in-games-ai-voice-assistant-smartwatch/p/itm518dd83c07c6f?pid=SMWGNPCQTDJ9DBSP&lid=LSTSMWGNPCQTDJ9DBSPQBZWRU&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_173&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGNPCQTDJ9DBSP.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.9,3051,No,240 x 282 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,"1,584",616,251,139,461,3.7,4,4,3.7,Silver,Square,Blue,Silicone,Silver,Square,Blue,Silicone,Yes,49.784,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
173,173,"Noise Qube 2 1.96"" display with Bluetooth Calling, Built-in Games, AI Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/1/2/w/-original-imagpphchbgvatdj.jpeg?q=70,/noise-qube-2-1-96-display-bluetooth-calling-built-in-games-ai-voice-assistant-smartwatch/p/itmda2c6fa52ecac?pid=SMWGNPCQMYX2UZHF&lid=LSTSMWGNPCQMYX2UZHF75QBDB&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_174&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGNPCQMYX2UZHF.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.9,3051,No,240 x 282 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,"1,584",616,251,139,461,3.7,4,4,3.7,Black,Square,Black,Silicone,Black,Square,Black,Silicone,Yes,49.784,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
174,174,"Noise Qube 2 1.96"" display with Bluetooth Calling, Built-in Games, AI Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/p/u/-original-imagpphch6qvwjna.jpeg?q=70,/noise-qube-2-1-96-display-bluetooth-calling-built-in-games-ai-voice-assistant-smartwatch/p/itm9f9a4d325bc0d?pid=SMWGNPCQWEJWGMYE&lid=LSTSMWGNPCQWEJWGMYEXW3H8N&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_175&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGNPCQWEJWGMYE.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.9,3051,No,240 x 282 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,"1,584",616,251,139,461,3.7,4,4,3.7,Gold,Square,Pink,Silicone,Gold,Square,Pink,Silicone,Yes,49.784,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
175,175,"boAt Wave VOICE Bluetooth Calling 1.69"" HD Curved Display SpO2 & HR Monitoring Smartwatch","₹2,879",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/r/i/42-9-android-ios-wave-voice-bluetooth-calling-1-69-hd-curved-original-imagpfm7ydg88edy.jpeg?q=70,/boat-wave-voice-bluetooth-calling-1-69-hd-curved-display-spo2-hr-monitoring-smartwatch/p/itm6ded1b0ac838c?pid=SMWGPFM7TKBRU8F8&lid=LSTSMWGPFM7TKBRU8F83DAPUN&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_176&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGPFM7TKBRU8F8.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.8,55,No,240 x 280 pixel,None,15,150 min,Yes,Yes,Yes,Yes,Yes,Yes,"Take Call / Answer Call, Mute Call, Reject Call, Dial Pad for Bluetooth Voice Calling, responsive Dialpad that allows you to save and call 10 contacts right from your smartwatch",10 m,"Call Control, Music Control, Timer, Alarm, Do not disturb, Find My Phone, MULTIPLE WATCH FACES",29,9,3,5,9,0,0,0,0,Charcoal Black,Square,Charcoal,Silicone,Charcoal Black,Square,Charcoal,Silicone,Yes,42.9,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
176,176,"Noise Mighty BT Calling with 1.96"" display, Metal Build & Functional Crown Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/w/5/-original-imagpw85wbyrrsag.jpeg?q=70,/noise-mighty-bt-calling-1-96-display-metal-build-functional-crown-smartwatch/p/itm9570626fa5a3f?pid=SMWGZBJVCHYJGRTN&lid=LSTSMWGZBJVCHYJGRTNLUI8K2&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_177&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGZBJVCHYJGRTN.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4,1175,No,240 x 286 pixel,None,7,None,Yes,None,Yes,Yes,Yes,Yes,None,10 m,None,652,243,88,43,149,3.8,4.2,4.1,3.8,Black,Rectangle,Black,Silicone,Black,Rectangle,Black,Silicone,Yes,49.784,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
177,177,boAt Wave Stride Voice Premium Bluetooth Calling with 100+ Sports Modes Smartwatch,"₹2,849",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/4/t/46-android-ios-wave-stride-voice-4-64-cm-hd-display-100-sports-original-imagpu5g66u9fusz.jpeg?q=70,/boat-wave-stride-voice-premium-bluetooth-calling-100-sports-modes-smartwatch/p/itm39b8a0b94e5c0?pid=SMWGPU5GMFSFRFMF&lid=LSTSMWGPU5GMFSFRFMFLWOWGU&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_178&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGPU5GMFSFRFMF.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4,9,No,260 x 290 pixel,None,10,120 min,Yes,Yes,Yes,Yes,Yes,Yes,"Take Call, Mute Call, Reject Call, Camera & Music Control, Save up to 20 contacts and connect with your loved ones from your wrist with our smart watch with calling wherever you go. Dial with ease with a built-in dial pad and connect with whoever you want., Receive all important notifications, from calls & texts, to social media & sedentary alerts, all in one place, Stay calm and relaxed in all situations with the guided meditative breathing feature, with DND to shush the outside world while you rejuvenate",10 m,"Live weather forecast, Music and Camera control, Timer, Alarm, Do not disturb, Find My Phone, MULTIPLE WATCH FACES, HR, SpO2, Fitness Tracker, Text SMS, Pedometer, Calendars, Alarm, Alexa Voice Assistance",6,0,1,1,1,0,0,0,0,Active Black,Square,Active Black,Silicone,Active Black,Square,Active Black,Silicone,Yes,46,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
178,178,boAt Wave Cosmos Max |Advanced Bluetooth Calling|AI Assistance IP68 100+ Sport Modes Smartwatch,"₹3,590",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/g/b/50-8-android-ios-wave-cosmos-max-advanced-bluetooth-calling-ai-original-imagqfaeufdx8gzh.jpeg?q=70,/boat-wave-cosmos-max-advanced-bluetooth-calling-ai-assistance-ip68-100-sport-modes-smartwatch/p/itmffe9cf57e9f72?pid=SMWGQ9PCR5FRHHCR&lid=LSTSMWGQ9PCR5FRHHCR9GFYQB&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_179&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQ9PCR5FRHHCR.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4.5,0,No,280 x 320 pixel,None,15,120 min,Yes,Yes,Yes,Yes,Yes,Yes,"Take Call, Mute Call, Reject Call, Camera & Music Control, Receive all important notifications, from calls & texts, to social media & sedentary alerts, all in one place, Stay calm and relaxed in all situations with the guided meditative breathing feature, with DND to shush the outside world while you rejuvenate",10 m,"Live weather forecast, Music and Camera control, Timer, Alarm, Do not disturb, Find My Phone, MULTIPLE WATCH FACES, HR, SpO2, Fitness Tracker, Text SMS, Pedometer, Calendars, Alarm, Alexa Voice Assistance",0,0,0,0,0,0,0,0,0,Charcoal Black,Square,Black,Silicone,Charcoal Black,Square,Black,Silicone,Yes,50.8,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
179,179,boAt Cosmos PRO |Bluetooth Calling|700+ Active Modes IP68 HR & SPO2 ASAP™ Fast Charge Smartwatch,"₹4,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/e/0/45-2-android-ios-cosmos-pro-bluetooth-calling-700-active-modes-original-imagq9qxz8y4bhbn.jpeg?q=70,/boat-cosmos-pro-bluetooth-calling-700-active-modes-ip68-hr-spo2-asap-fast-charge-smartwatch/p/itm282ab0fceaa08?pid=SMWGQ9QXHFBPBY37&lid=LSTSMWGQ9QXHFBPBY374UN7F7&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_180&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGQ9QXHFBPBY37.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.2,14,No,260 x 290 pixel,None,7,30 min,Yes,Yes,Yes,Yes,Yes,Yes,"Take Call, Mute Call, Reject Call, Camera & Music Control, Receive all important notifications, from calls & texts, to social media & sedentary alerts, all in one place, Stay calm and relaxed in all situations with the guided meditative breathing feature, with DND to shush the outside world while you rejuvenate",10 m,"Live weather forecast, Music and Camera control, Timer, Alarm, Do not disturb, Find My Phone, MULTIPLE WATCH FACES, HR, SpO2, Fitness Tracker, Text SMS, Pedometer, Calendars, Alarm, Alexa Voice Assistance",6,2,0,1,5,0,0,0,0,Active Black,Rectangle,Active Black,Silicone,Active Black,Rectangle,Active Black,Silicone,Yes,45.2,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
180,180,"Noise Curve BT Calling with 1.38"" display, 100 Sports mode & Metallic Finish Smartwatch","₹5,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/i/b/-original-imagqrhqyh7zegvs.jpeg?q=70,/noise-curve-bt-calling-1-38-display-100-sports-mode-metallic-finish-smartwatch/p/itm915c7ec051f2a?pid=SMWGPN8ZRYRY3MG6&lid=LSTSMWGPN8ZRYRY3MG62R6F1U&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_181&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGPN8ZRYRY3MG6.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4.8,0,No,240 x 240 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,0,0,0,0,0,0,0,0,0,Silver,Round,Grey,Silicone,Silver,Round,Grey,Silicone,Yes,35.052,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
181,181,"Noise Curve BT Calling with 1.38"" display, 100 Sports mode & Metallic Finish Smartwatch","₹5,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/g/j/-original-imagqrhrxjab7wsv.jpeg?q=70,/noise-curve-bt-calling-1-38-display-100-sports-mode-metallic-finish-smartwatch/p/itm6dd6de20476b1?pid=SMWGPN8ZSZTFWUKK&lid=LSTSMWGPN8ZSZTFWUKKWLJO93&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_182&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGPN8ZSZTFWUKK.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4.8,0,No,240 x 240 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,0,0,0,0,0,0,0,0,0,None,Round,Black,Silicone,None,Round,Black,Silicone,Yes,35.052,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
182,182,boAt Wave Force with 1.83 inch HD Display and Bluetooth Calling Smartwatch,"₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/h/u/-original-imagz7b2ptc4vcys.jpeg?q=70,/boat-wave-force-1-83-inch-hd-display-bluetooth-calling-smartwatch/p/itmf791b79042584?pid=SMWGNPBE8KKQXGCN&lid=LSTSMWGNPBE8KKQXGCNVFT1ZK&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_183&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGNPBE8KKQXGCN.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,4.1,1485,No,240 x 284 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,855,296,110,50,174,3.9,4.1,4.2,3.9,None,Rectangle,Grey,Silicone,None,Rectangle,Grey,Silicone,Yes,46.228,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
183,183,boAt Wave Play | Vivid 1.69” HD Display IP68 Dust/Water Resistance 10+ Sport Modes Smartwatch,"₹2,649",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/b/b/43-android-ios-wave-play-vivid-1-69-hd-display-ip68-dust-water-original-imagpykzgfdexn8s.jpeg?q=70,/boat-wave-play-vivid-1-69-hd-display-ip68-dust-water-resistance-10-sport-modes-smartwatch/p/itm998235d212f28?pid=SMWGPYKZNZZGGKQM&lid=LSTSMWGPYKZNZZGGKQMIYVWPF&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_5_184&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=62842110-650e-4113-90b2-1f927e0dedc6.SMWGPYKZNZZGGKQM.SEARCH&ssid=vhmzyizr800000001688988934915&qH=adc5bc5b72db9fa3,3.6,5,No,240 x 280 pixel,None,15,120 min,Yes,Yes,Yes,Yes,Yes,Yes,"Mute Call, Reject Call, Camera & Music Control, Receive all important notifications, from calls & texts, to social media & sedentary alerts, all in one place, Stay calm and relaxed in all situations with the guided meditative breathing feature, with DND to shush the outside world while you rejuvenate",10 m,"Live weather forecast, Music and Camera control, Timer, Alarm, Do not disturb, Find My Phone, MULTIPLE WATCH FACES, HR, SpO2, Fitness Tracker, Text SMS, Pedometer, Calendars, Alarm, Alexa Voice Assistance",2,1,1,0,1,0,0,0,0,Electric Purple,Rectangle,Purple,Silicone,Electric Purple,Rectangle,Purple,Silicone,Yes,43,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
